Period,Decile,Gender,Agegroup,Life_Expectancy
2017-2019,8,Female,45-49   ,40.75
2017-2019,8,Female,50-54   ,35.97
2017-2019,8,Female,55-59   ,31.27
2017-2019,8,Female,60-64   ,26.68
2017-2019,8,Female,65-69   ,22.23
2017-2019,8,Female,70-74   ,17.95
2017-2019,8,Female,75-79   ,13.9
2017-2019,8,Female,80-84   ,10.26
2017-2019,8,Female,85-89   ,7.16
2017-2019,8,Female,90+     ,4.85
2017-2019,9,Male,<1      ,82.37
2017-2019,9,Male,1-4,81.66
2017-2019,9,Male,5-9,77.69
2017-2019,9,Male,10-14,72.71
2017-2019,9,Male,15-19   ,67.73
2017-2019,9,Male,20-24   ,62.82
2017-2019,9,Male,25-29   ,57.95
2017-2019,9,Male,30-34   ,53.08
2017-2019,9,Male,35-39   ,48.23
2017-2019,9,Male,40-44   ,43.38
2017-2019,9,Male,45-49   ,38.59
2017-2019,9,Male,50-54   ,33.85
2017-2019,9,Male,55-59   ,29.21
2017-2019,9,Male,60-64   ,24.69
2017-2019,9,Male,65-69   ,20.37
2017-2019,9,Male,70-74   ,16.31
2017-2019,9,Male,75-79   ,12.51
2017-2019,9,Male,80-84   ,9.18
2017-2019,9,Male,85-89   ,6.39
2017-2019,9,Male,90+     ,4.46
2017-2019,9,Female,<1      ,85.44
2017-2019,9,Female,1-4,84.67
2017-2019,9,Female,5-9,80.69
2017-2019,9,Female,10-14,75.71
2017-2019,9,Female,15-19   ,70.72
2017-2019,9,Female,20-24   ,65.78
2017-2019,9,Female,25-29   ,60.85
2017-2019,9,Female,30-34   ,55.91
2017-2019,9,Female,35-39   ,51
2017-2019,9,Female,40-44   ,46.1
2017-2019,9,Female,45-49   ,41.26
2017-2019,9,Female,50-54   ,36.48
2017-2019,9,Female,55-59   ,31.77
2017-2019,9,Female,60-64   ,27.15
2017-2019,9,Female,65-69   ,22.66
2017-2019,9,Female,70-74   ,18.33
2017-2019,9,Female,75-79   ,14.24
2017-2019,9,Female,80-84   ,10.53
2017-2019,9,Female,85-89   ,7.36
2017-2019,9,Female,90+     ,5.02
2017-2019,10,Male,<1      ,83.51
2017-2019,10,Male,1-4,82.73
2017-2019,10,Male,5-9,78.75
2017-2019,10,Male,10-14,73.78
2017-2019,10,Male,15-19   ,68.8
2017-2019,10,Male,20-24   ,63.89
2017-2019,10,Male,25-29   ,58.99
2017-2019,10,Male,30-34   ,54.11
2017-2019,10,Male,35-39   ,49.25
2017-2019,10,Male,40-44   ,44.39
2017-2019,10,Male,45-49   ,39.55
2017-2019,10,Male,50-54   ,34.77
2017-2019,10,Male,55-59   ,30.08
2017-2019,10,Male,60-64   ,25.49
2017-2019,10,Male,65-69   ,21.12
2017-2019,10,Male,70-74   ,16.95
2017-2019,10,Male,75-79   ,13.04
2017-2019,10,Male,80-84   ,9.63
2017-2019,10,Male,85-89   ,6.79
2017-2019,10,Male,90+     ,4.75
2017-2019,10,Female,<1      ,86.41
2017-2019,10,Female,1-4,85.62
2017-2019,10,Female,5-9,81.64
2017-2019,10,Female,10-14,76.67
2017-2019,10,Female,15-19   ,71.69
2017-2019,10,Female,20-24   ,66.72
2017-2019,10,Female,25-29   ,61.78
2017-2019,10,Female,30-34   ,56.85
2017-2019,10,Female,35-39   ,51.93
2017-2019,10,Female,40-44   ,47.03
2017-2019,10,Female,45-49   ,42.17
2017-2019,10,Female,50-54   ,37.35
2017-2019,10,Female,55-59   ,32.59
2017-2019,10,Female,60-64   ,27.93
2017-2019,10,Female,65-69   ,23.39
2017-2019,10,Female,70-74   ,18.99
2017-2019,10,Female,75-79   ,14.81
2017-2019,10,Female,80-84   ,11.02
2017-2019,10,Female,85-89   ,7.78
2017-2019,10,Female,90+     ,5.39
